"","X","BOROUGH","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BLOCK","LOT","EASE.MENT","BUILDING.CLASS.AT.PRESENT","ADDRESS","APARTMENT.NUMBER","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.PRICE","SALE.DATE","PRICE.SQUARE.FEET","BOROUGHNAME","location","ID","lon","lat"
"4724","22113","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13541","38","NA","B2","146-22 HUXLEY STREET"," ","11422","2","0","2","3900","1358","1925","1","B2","330000","2016-12-23","243.00441826215","Queens","146-22 HUXLEY STREET, Queens, 11422 - New York","7363","-73.7428459","40.658914"
"4725","22118","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13548","74","NA","B3","240-26 144TH   AVENUE"," ","11422","2","0","2","3000","1624","1925","1","B3","525000","2016-11-23","323.275862068966","Queens","240-26 144TH   AVENUE, Queens, 11422 - New York","7365","-73.741163","40.660884"
"4726","22119","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13551","19","NA","B3","241-14 CANEY ROAD"," ","11422","2","0","2","3000","1672","1930","1","B3","515000","2016-11-09","308.014354066986","Queens","241-14 CANEY ROAD, Queens, 11422 - New York","7366","-73.739973","40.661184"
"4727","22125","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13559","31","NA","B3","241-24 141ST   AVENUE"," ","11422","2","0","2","4000","1505","1930","1","B3","360000","2016-12-22","239.202657807309","Queens","241-24 141ST   AVENUE, Queens, 11422 - New York","7367","-73.73774","40.663483"
"4728","22146","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13613","48","NA","B3","139-38 247TH   STREET"," ","11422","2","0","2","5000","1310","1925","1","B3","535000","2016-11-29","408.396946564885","Queens","139-38 247TH   STREET, Queens, 11422 - New York","7368","-73.73371","40.66418"
"4729","22150","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13625","12","NA","B3","137-35 250TH   STREET"," ","11422","2","0","2","2500","1664","1925","1","B3","450000","2016-09-30","270.432692307692","Queens","137-35 250TH   STREET, Queens, 11422 - New York","7369","-73.728986","40.663752"
"4730","22156","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13636","30","NA","B3","249-50 147TH   AVENUE"," ","11422","2","0","2","4095","1836","1957","1","B3","750000","2016-10-19","408.496732026144","Queens","249-50 147TH   AVENUE, Queens, 11422 - New York","7371","-73.73682","40.657007"
"4731","22168","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13663","38","NA","B2","257-51 147 ROAD"," ","11422","2","0","2","2990","2794","1925","1","B2","594000","2016-09-08","212.59842519685","Queens","257-51 147 ROAD, Queens, 11422 - New York","7374","-73.7299085","40.6565738"
"4732","22171","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13664","30","NA","B3","14753 WELLER LANE"," ","11422","2","0","2","2500","1800","1965","1","B3","375000","2016-11-14","208.333333333333","Queens","14753 WELLER LANE, Queens, 11422 - New York","7375","-73.733994","40.65607"
"4733","22177","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13667","8","NA","B2","148-29 WELLER LANE"," ","11422","2","0","2","2430","1760","1960","1","B2","550000","2016-12-22","312.5","Queens","148-29 WELLER LANE, Queens, 11422 - New York","7376","-73.734008","40.654186"
"4734","22179","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13669","43","NA","B2","255-31 149TH RD"," ","11422","2","0","2","2975","2163","1960","1","B2","275000","2016-09-22","127.13823393435","Queens","255-31 149TH RD, Queens, 11422 - New York","7377","-73.733075","40.652425"
"4735","22183","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13676","55","NA","B2","149-38 256TH   STREET"," ","11422","2","0","2","3000","2081","1970","1","B2","645000","2016-11-18","309.947140797693","Queens","149-38 256TH   STREET, Queens, 11422 - New York","7378","-73.733312","40.651753"
"4736","22184","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13676","73","NA","B2","149-72 256TH STREET"," ","11422","2","0","2","2600","1680","1950","1","B2","473500","2016-12-15","281.845238095238","Queens","149-72 256TH STREET, Queens, 11422 - New York","7379","-73.733364","40.650748"
"4737","22188","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13678","22","NA","B2","149-47 257TH STREET"," ","11422","2","0","2","2900","2717","1960","1","B2","600000","2016-10-14","220.831799779168","Queens","149-47 257TH STREET, Queens, 11422 - New York","7380","-73.731814","40.6514809"
"4738","22189","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13682","46","NA","B2","259-11 FRANCIS LEWIS BOULEV"," ","11422","2","0","2","7325","2280","1960","1","B2","240000","2016-12-08","105.263157894737","Queens","259-11 FRANCIS LEWIS BOULEV, Queens, 11422 - New York","7381","-73.727422","40.656678"
"4739","22192","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13684","40","NA","B3","259-01 148TH AVENUE"," ","11422","2","0","2","4067","1800","1950","1","B3","699000","2016-10-06","388.333333333333","Queens","259-01 148TH AVENUE, Queens, 11422 - New York","7382","-73.729438","40.655221"
"4740","22195","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13690","48","NA","B2","259-32 149 AVE"," ","11422","2","0","2","4000","2444","1960","1","B2","243000","2016-11-08","99.4271685761047","Queens","259-32 149 AVE, Queens, 11422 - New York","7383","-73.728545","40.652609"
"4741","22204","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13698","14","NA","B2","149-29 259TH   STREET"," ","11422","2","0","2","3800","2484","1960","1","B2","720000","2016-11-02","289.855072463768","Queens","149-29 259TH   STREET, Queens, 11422 - New York","7386","-73.729954","40.652033"
"4742","22214","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13710","13","NA","B2","147-20 230TH   PLACE"," ","11413","2","0","2","4000","2300","2007","1","B2","679000","2016-09-06","295.217391304348","Queens","147-20 230TH   PLACE, Queens, 11413 - New York","7387","-73.751688","40.657366"
"4743","22215","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13710","47","NA","B2","147-39 230TH   STREET"," ","11413","2","0","2","3000","1500","1987","1","B2","81600","2016-12-19","54.4","Queens","147-39 230TH   STREET, Queens, 11413 - New York","7388","-73.752438","40.656828"
"4744","22217","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13711","5","NA","B2","230-38 147TH   AVENUE"," ","11413","2","0","2","3737","2316","1960","1","B2","448000","2016-09-19","193.436960276339","Queens","230-38 147TH   AVENUE, Queens, 11413 - New York","7389","-73.750637","40.657571"
"4745","22220","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13712","85","NA","B3","231-16 147TH   AVENUE"," ","11413","2","0","2","3784","1443","1955","1","B3","620000","2016-09-16","429.66042966043","Queens","231-16 147TH   AVENUE, Queens, 11413 - New York","7390","-73.749527","40.657437"
"4746","22222","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13717","40","NA","B3","229-16 148TH AVENUE"," ","11413","2","0","2","4000","2200","1955","1","B3","512703","2016-09-29","233.046818181818","Queens","229-16 148TH AVENUE, Queens, 11413 - New York","7391","-73.753477","40.656293"
"4747","22227","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13726","70","NA","B1","147-18 235TH STREET"," ","11422","2","0","2","2895","1720","2007","1","B1","647900","2016-11-16","376.686046511628","Queens","147-18 235TH STREET, Queens, 11422 - New York","7393","-73.746674","40.656966"
"4748","22231","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13729","41","NA","B2","235-37 147TH DRIVE"," ","11422","2","0","2","4033","2340","1950","1","B2","440000","2016-10-11","188.034188034188","Queens","235-37 147TH DRIVE, Queens, 11422 - New York","7394","-73.745496","40.656113"
"4749","22232","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13729","62","NA","B3","235-08 147TH ROAD"," ","11422","2","0","2","4360","2200","1930","1","B3","639000","2016-12-30","290.454545454545","Queens","235-08 147TH ROAD, Queens, 11422 - New York","7395","-73.7462373","40.656714"
"4750","22238","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13742","6","NA","B2","147-81 BROOKVILLE BOULEVARD"," ","11422","2","0","2","3051","2695","1950","1","B2","520000","2016-10-31","192.949907235622","Queens","147-81 BROOKVILLE BOULEVARD, Queens, 11422 - New York","7396","-73.7448299","40.655094"
"4751","22240","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13744","10","NA","B3","241-02 147TH   DRIVE"," ","11422","2","0","2","4000","2386","1955","1","B3","461250","2016-09-02","193.315171835708","Queens","241-02 147TH   DRIVE, Queens, 11422 - New York","7397","-73.743151","40.655186"
"4752","22244","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13747","14","NA","B3","238-16 148TH DRIVE"," ","11422","2","0","2","4000","2400","1950","1","B3","772000","2016-12-20","321.666666666667","Queens","238-16 148TH DRIVE, Queens, 11422 - New York","7398","-73.7457979","40.653071"
"4753","22245","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13747","28","NA","B3","238-44 148TH DRIVE"," ","11422","2","0","2","4000","1060","1950","1","B3","765000","2016-12-07","721.698113207547","Queens","238-44 148TH DRIVE, Queens, 11422 - New York","7399","-73.744794","40.65307"
"4754","22246","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13747","32","NA","B3","238-52 148TH DRIVE"," ","11422","2","0","2","4000","1360","1950","1","B3","759000","2016-10-28","558.088235294118","Queens","238-52 148TH DRIVE, Queens, 11422 - New York","7400","-73.744508","40.65307"
"4755","22247","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13769","6","NA","B2","238-12 149TH AVENUE"," ","11422","2","0","2","4200","2100","1960","1","B2","525000","2016-09-23","250","Queens","238-12 149TH AVENUE, Queens, 11422 - New York","7401","-73.746039","40.6522999"
"4756","22250","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13769","70","NA","B3","243-04 149TH AVENUE"," ","11422","2","0","2","4840","2580","1950","1","B3","804167","2016-12-02","311.692635658915","Queens","243-04 149TH AVENUE, Queens, 11422 - New York","7402","-73.74064","40.652256"
"4757","22251","4","ROSEDALE","02 TWO FAMILY DWELLINGS                    ","1","13769","82","NA","B3","149-11 EDGEWOOD STREET"," ","11422","2","0","2","4000","2350","1950","1","B3","575000","2016-12-28","244.68085106383","Queens","149-11 EDGEWOOD STREET, Queens, 11422 - New York","7403","-73.739688","40.652256"
"4758","22254","4","ROSEDALE","03 THREE FAMILY DWELLINGS                  ","1","13471","2","NA","C0","145-98 224TH STREET"," ","11413","3","0","3","4342","3150","1965","1","C0","700000","2016-10-21","222.222222222222","Queens","145-98 224TH STREET, Queens, 11413 - New York","7404","-73.756778","40.660666"
"4759","22255","4","ROSEDALE","03 THREE FAMILY DWELLINGS                  ","1","13544","27","NA","C0","241-14 NEWHALL AVENUE"," ","11422","3","0","3","3000","1688","1925","1","C0","480000","2016-12-05","284.36018957346","Queens","241-14 NEWHALL AVENUE, Queens, 11422 - New York","7405","-73.741814","40.658684"
"4760","22259","4","ROSEDALE","03 THREE FAMILY DWELLINGS                  ","1","13627","14","NA","C0","137-15 253RD   STREET"," ","11422","3","0","3","3766","2090","1986","1","C0","100","2016-09-07","0.0478468899521531","Queens","137-15 253RD   STREET, Queens, 11422 - New York","7406","-73.728462","40.662176"
"4761","22277","4","ROSEDALE","22 STORE BUILDINGS                         ","4","13256","10","NA","K4","138-91 FRANCIS LEWIS BLVD"," ","11422","2","1","3","4602","5456","1920","4","K4","875000","2016-10-28","160.373900293255","Queens","138-91 FRANCIS LEWIS BLVD, Queens, 11422 - New York","7407","-73.7364369","40.6667812"
"4762","22286","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","11970","15","NA","A1","114-20 141ST STREET"," ","11436","1","0","1","2000","896","1920","1","A1","190000","2016-09-09","212.053571428571","Queens","114-20 141ST STREET, Queens, 11436 - New York","7408","-73.802534","40.683163"
"4763","22288","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","11973","40","NA","A5","114-13 143RD   STREET"," ","11436","1","0","1","2000","1120","1950","1","A5","370000","2016-12-29","330.357142857143","Queens","114-13 143RD   STREET, Queens, 11436 - New York","7409","-73.800243","40.68399"
"4764","22290","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","11974","28","NA","A5","114-46 145TH STREET"," ","11436","1","0","1","2000","1120","1920","1","A5","444000","2016-12-20","396.428571428571","Queens","114-46 145TH STREET, Queens, 11436 - New York","7410","-73.7985823","40.6835279"
"4765","22293","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","11975","50","NA","A5","114-39 145TH STREET"," ","11436","1","0","1","1408","868","1925","1","A5","342500","2016-10-21","394.585253456221","Queens","114-39 145TH STREET, Queens, 11436 - New York","7411","-73.798295","40.6841"
"4766","22294","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","11975","53","NA","A5","114-33 145TH   STREET"," ","11436","1","0","1","1408","868","1925","1","A5","270000","2016-12-01","311.059907834101","Queens","114-33 145TH   STREET, Queens, 11436 - New York","7412","-73.7984255","40.6842086"
"4767","22310","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","11979","30","NA","A1","114-50 149 STREET"," ","11436","1","0","1","2000","1120","1915","1","A1","449000","2016-10-14","400.892857142857","Queens","114-50 149 STREET, Queens, 11436 - New York","7415","-73.794179","40.684662"
"4768","22320","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","11992","99","NA","A1","115-37 147TH   STREET"," ","11436","1","0","1","2300","1088","1920","1","A1","420000","2016-12-09","386.029411764706","Queens","115-37 147TH   STREET, Queens, 11436 - New York","7416","-73.79468","40.682855"
"4769","22321","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","11993","29","NA","A1","148-07 116TH AVENUE"," ","11436","1","0","1","2500","1584","1920","1","A1","430000","2016-10-12","271.464646464646","Queens","148-07 116TH AVENUE, Queens, 11436 - New York","7417","-73.793504","40.682682"
"4770","22325","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","11998","80","NA","A1","116-24 141ST   STREET"," ","11436","1","0","1","2028","952","1930","1","A1","420000","2016-09-16","441.176470588235","Queens","116-24 141ST   STREET, Queens, 11436 - New York","7418","-73.801039","40.679526"
"4771","22332","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","12000","45","NA","A1","116-23 142 STREET"," ","11436","1","0","1","2185","1152","1920","1","A1","290000","2016-10-27","251.736111111111","Queens","116-23 142 STREET, Queens, 11436 - New York","7419","-73.799639","40.679839"
"4772","22334","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","12004","264","NA","A5","116-08 INWOOD STREET"," ","11436","1","0","1","2400","1520","1950","1","A5","435000","2016-12-02","286.184210526316","Queens","116-08 INWOOD STREET, Queens, 11436 - New York","7420","-73.796522","40.681263"
"4773","22337","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","12006","12","NA","A1","116-14 147TH STREET"," ","11436","1","0","1","2300","1576","1930","1","A1","175000","2016-09-30","111.040609137056","Queens","116-14 147TH STREET, Queens, 11436 - New York","7421","-73.7946012","40.6816055"
"4774","22340","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","12007","264","NA","A1","147-18 116TH   AVENUE"," ","11436","1","0","1","1800","1248","1925","1","A1","380000","2016-10-28","304.48717948718","Queens","147-18 116TH   AVENUE, Queens, 11436 - New York","7422","-73.793795","40.6819909"
"4775","22342","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","12008","46","NA","A1","116-53 148TH STREET"," ","11436","1","0","1","2250","1360","1920","1","A1","225615","2016-11-09","165.893382352941","Queens","116-53 148TH STREET, Queens, 11436 - New York","7423","-73.7928815","40.6809448"
"4776","22355","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","12014","9","NA","A1","142-18 FOCH BOULEVARD"," ","11436","1","0","1","2454","855","1920","1","A1","235000","2016-10-11","274.853801169591","Queens","142-18 FOCH BOULEVARD, Queens, 11436 - New York","7424","-73.798911","40.678619"
"4777","22356","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","12014","13","NA","A1","117-18 142 PLACE"," ","11436","1","0","1","3960","1364","1920","1","A1","370000","2016-11-22","271.260997067449","Queens","117-18 142 PLACE, Queens, 11436 - New York","7425","-73.7989348","40.6783192"
"4778","22361","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","12015","92","NA","A1","117-17 142ND   PLACE"," ","11436","1","0","1","1600","876","1925","1","A1","380000","2016-12-30","433.7899543379","Queens","117-17 142ND   PLACE, Queens, 11436 - New York","7426","-73.7984589","40.6783969"
"4779","22363","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","12015","313","NA","A5","142-13 119TH   ROAD"," ","11436","1","0","1","1610","1500","1925","1","A5","310000","2016-12-07","206.666666666667","Queens","142-13 119TH   ROAD, Queens, 11436 - New York","7427","-73.7979809","40.677323"
"4780","22370","4","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY DWELLINGS                    ","1","12021","36","NA","A1","117-17 146TH STREET"," ","11436","1","0","1","2400","1432","1930","1","A1","275000","2016-11-28","192.039106145251","Queens","117-17 146TH STREET, Queens, 11436 - New York","7428","-73.794054","40.679554"
